club_id,club_name,league_url,league_name
2652,Guatemala,CONCACAF.NATIONS.LEAGUE,CONCACAF Nations League
2653,Guyana,CONCACAF.NATIONS.LEAGUE,CONCACAF Nations League
2654,Haiti,CONCACAF.NATIONS.LEAGUE,CONCACAF Nations League
215,Honduras,CONCACAF.NATIONS.LEAGUE,CONCACAF Nations League
1038,Jamaica,CONCACAF.NATIONS.LEAGUE,CONCACAF Nations League
203,Mexico,CONCACAF.NATIONS.LEAGUE,CONCACAF Nations League
2655,Montserrat,CONCACAF.NATIONS.LEAGUE,CONCACAF Nations League
2658,Nicaragua,CONCACAF.NATIONS.LEAGUE,CONCACAF Nations League
2627,Trinidad and Tobago,CONCACAF.NATIONS.LEAGUE,CONCACAF Nations League
2645,US Virgin Islands,CONCACAF.NATIONS.LEAGUE,CONCACAF Nations League
660,United States,CONCACAF.NATIONS.LEAGUE,CONCACAF Nations League
2638,Antigua and Barbuda,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2642,Aruba,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2640,Bahamas,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2637,Barbados,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2641,Belize,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2643,Bermuda,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2644,British Virgin Islands,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
206,Canada,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2646,Cayman Islands,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2647,Cuba,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2649,Dominican Republic,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2650,El Salvador,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2651,Grenada,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
7657,Guadeloupe,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2653,Guyana,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2654,Haiti,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
1038,Jamaica,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2728,Martinique,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2655,Montserrat,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2658,Nicaragua,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2662,St. Kitts and Nevis,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2661,St. Lucia,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2664,Suriname,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2665,Turks and Caicos Islands,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
2645,US Virgin Islands,CONCACAF.NATIONS.LEAGUE_QUAL,CONCACAF Nations League Qualifying
203,Mexico,CONCACAF.CONFEDERATIONS_PLAYOFF,CONCACAF Cup
660,United States,CONCACAF.CONFEDERATIONS_PLAYOFF,CONCACAF Cup
474,Austria,UEFA.EURO,UEFA European Championship
459,Belgium,UEFA.EURO,UEFA European Championship
477,Croatia,UEFA.EURO,UEFA European Championship
450,Czech Republic,UEFA.EURO,UEFA European Championship
479,Denmark,UEFA.EURO,UEFA European Championship
448,England,UEFA.EURO,UEFA European Championship
458,Finland,UEFA.EURO,UEFA European Championship
478,France,UEFA.EURO,UEFA European Championship
481,Germany,UEFA.EURO,UEFA European Championship
480,Hungary,UEFA.EURO,UEFA European Championship
162,Italy,UEFA.EURO,UEFA European Championship
449,Netherlands,UEFA.EURO,UEFA European Championship
463,North Macedonia,UEFA.EURO,UEFA European Championship
471,Poland,UEFA.EURO,UEFA European Championship
482,Portugal,UEFA.EURO,UEFA European Championship
454,Russia,UEFA.EURO,UEFA European Championship
580,Scotland,UEFA.EURO,UEFA European Championship
468,Slovakia,UEFA.EURO,UEFA European Championship
164,Spain,UEFA.EURO,UEFA European Championship
466,Sweden,UEFA.EURO,UEFA European Championship
475,Switzerland,UEFA.EURO,UEFA European Championship
465,Turkey,UEFA.EURO,UEFA European Championship
457,Ukraine,UEFA.EURO,UEFA European Championship
578,Wales,UEFA.EURO,UEFA European Championship
459,Belgium,UEFA.EUROQ,UEFA European Championship Qualifying
452,Bosnia and Herzegovina,UEFA.EUROQ,UEFA European Championship Qualifying
462,Bulgaria,UEFA.EUROQ,UEFA European Championship Qualifying
445,Cyprus,UEFA.EUROQ,UEFA European Championship Qualifying
450,Czech Republic,UEFA.EUROQ,UEFA European Championship Qualifying
448,England,UEFA.EUROQ,UEFA European Championship Qualifying
444,Estonia,UEFA.EUROQ,UEFA European Championship Qualifying
447,Faroe Islands,UEFA.EUROQ,UEFA European Championship Qualifying
458,Finland,UEFA.EUROQ,UEFA European Championship Qualifying
455,Greece,UEFA.EUROQ,UEFA European Championship Qualifying
470,Iceland,UEFA.EUROQ,UEFA European Championship Qualifying
461,Israel,UEFA.EUROQ,UEFA European Championship Qualifying
162,Italy,UEFA.EUROQ,UEFA European Championship Qualifying
456,Latvia,UEFA.EUROQ,UEFA European Championship Qualifying
460,Lithuania,UEFA.EUROQ,UEFA European Championship Qualifying
453,Malta,UEFA.EUROQ,UEFA European Championship Qualifying
449,Netherlands,UEFA.EUROQ,UEFA European Championship Qualifying
463,North Macedonia,UEFA.EUROQ,UEFA European Championship Qualifying
464,Norway,UEFA.EUROQ,UEFA European Championship Qualifying
454,Russia,UEFA.EUROQ,UEFA European Championship Qualifying
468,Slovakia,UEFA.EUROQ,UEFA European Championship Qualifying
164,Spain,UEFA.EUROQ,UEFA European Championship Qualifying
466,Sweden,UEFA.EUROQ,UEFA European Championship Qualifying
465,Turkey,UEFA.EUROQ,UEFA European Championship Qualifying
457,Ukraine,UEFA.EUROQ,UEFA European Championship Qualifying
459,Belgium,UEFA.NATIONS,UEFA Nations League
452,Bosnia and Herzegovina,UEFA.NATIONS,UEFA Nations League
462,Bulgaria,UEFA.NATIONS,UEFA Nations League
445,Cyprus,UEFA.NATIONS,UEFA Nations League
450,Czech Republic,UEFA.NATIONS,UEFA Nations League
448,England,UEFA.NATIONS,UEFA Nations League
444,Estonia,UEFA.NATIONS,UEFA Nations League
447,Faroe Islands,UEFA.NATIONS,UEFA Nations League
458,Finland,UEFA.NATIONS,UEFA Nations League
455,Greece,UEFA.NATIONS,UEFA Nations League
470,Iceland,UEFA.NATIONS,UEFA Nations League
461,Israel,UEFA.NATIONS,UEFA Nations League
162,Italy,UEFA.NATIONS,UEFA Nations League
456,Latvia,UEFA.NATIONS,UEFA Nations League
460,Lithuania,UEFA.NATIONS,UEFA Nations League
453,Malta,UEFA.NATIONS,UEFA Nations League
449,Netherlands,UEFA.NATIONS,UEFA Nations League
463,North Macedonia,UEFA.NATIONS,UEFA Nations League
464,Norway,UEFA.NATIONS,UEFA Nations League
454,Russia,UEFA.NATIONS,UEFA Nations League
468,Slovakia,UEFA.NATIONS,UEFA Nations League
164,Spain,UEFA.NATIONS,UEFA Nations League
466,Sweden,UEFA.NATIONS,UEFA Nations League
465,Turkey,UEFA.NATIONS,UEFA Nations League
457,Ukraine,UEFA.NATIONS,UEFA Nations League
202,Argentina,CONMEBOL.AMERICA,Copa America
204,Bolivia,CONMEBOL.AMERICA,Copa America
205,Brazil,CONMEBOL.AMERICA,Copa America
207,Chile,CONMEBOL.AMERICA,Copa America
208,Colombia,CONMEBOL.AMERICA,Copa America
209,Ecuador,CONMEBOL.AMERICA,Copa America
210,Paraguay,CONMEBOL.AMERICA,Copa America
211,Peru,CONMEBOL.AMERICA,Copa America
212,Uruguay,CONMEBOL.AMERICA,Copa America
213,Venezuela,CONMEBOL.AMERICA,Copa America
628,Australia,AFC.ASIAN.CUP,AFC Asian Cup
4381,Bahrain,AFC.ASIAN.CUP,AFC Asian Cup
658,China,AFC.ASIAN.CUP,AFC Asian Cup
469,IR Iran,AFC.ASIAN.CUP,AFC Asian Cup
4385,India,AFC.ASIAN.CUP,AFC Asian Cup
4375,Iraq,AFC.ASIAN.CUP,AFC Asian Cup
627,Japan,AFC.ASIAN.CUP,AFC Asian Cup
2917,Jordan,AFC.ASIAN.CUP,AFC Asian Cup
6724,Kyrgyz Republic,AFC.ASIAN.CUP,AFC Asian Cup
4388,Lebanon,AFC.ASIAN.CUP,AFC Asian Cup
4860,North Korea,AFC.ASIAN.CUP,AFC Asian Cup
2841,Oman,AFC.ASIAN.CUP,AFC Asian Cup
6167,Palestine,AFC.ASIAN.CUP,AFC Asian Cup
7347,Philippines,AFC.ASIAN.CUP,AFC Asian Cup
4398,Qatar,AFC.ASIAN.CUP,AFC Asian Cup
655,Saudi Arabia,AFC.ASIAN.CUP,AFC Asian Cup
451,South Korea,AFC.ASIAN.CUP,AFC Asian Cup
4380,Syria,AFC.ASIAN.CUP,AFC Asian Cup
4396,Thailand,AFC.ASIAN.CUP,AFC Asian Cup
7507,Turkmenistan,AFC.ASIAN.CUP,AFC Asian Cup
4397,United Arab Emirates,AFC.ASIAN.CUP,AFC Asian Cup
2570,Uzbekistan,AFC.ASIAN.CUP,AFC Asian Cup
7349,Vietnam,AFC.ASIAN.CUP,AFC Asian Cup
6014,Yemen,AFC.ASIAN.CUP,AFC Asian Cup
5518,Cambodia,AFC.CUPQ,AFC Asian Cup Qualifiers
14561,Chinese Taipei,AFC.CUPQ,AFC Asian Cup Qualifiers
10529,Guam,AFC.CUPQ,AFC Asian Cup Qualifiers
4895,Indonesia,AFC.CUPQ,AFC Asian Cup Qualifiers
624,Algeria,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
653,Angola,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
2844,Benin,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
4245,Botswana,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
2845,Burkina Faso,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
656,Cameroon,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
2597,Cape Verde Islands,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
4276,Congo,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
2850,Congo DR,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
2620,Egypt,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
4231,Gabon,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
2847,Guinea,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
2848,Kenya,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
4205,Liberia,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
2621,Libya,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
2849,Mali,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
2869,Morocco,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
657,Nigeria,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
2851,Rwanda,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
654,Senegal,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
467,South Africa,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
659,Tunisia,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
4211,Uganda,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
4277,Zambia,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
4214,Zimbabwe,CAF.NATIONS_QUAL,Africa Cup of Nations qualifying
624,Algeria,CAF.NATIONS,Africa Cup of Nations
2845,Burkina Faso,CAF.NATIONS,Africa Cup of Nations
656,Cameroon,CAF.NATIONS,Africa Cup of Nations
2597,Cape Verde Islands,CAF.NATIONS,Africa Cup of Nations
8601,Comoros Islands,CAF.NATIONS,Africa Cup of Nations
2620,Egypt,CAF.NATIONS,Africa Cup of Nations
8938,Equatorial Guinea,CAF.NATIONS,Africa Cup of Nations
5777,Ethiopia,CAF.NATIONS,Africa Cup of Nations
4231,Gabon,CAF.NATIONS,Africa Cup of Nations
7368,Gambia,CAF.NATIONS,Africa Cup of Nations
4469,Ghana,CAF.NATIONS,Africa Cup of Nations
2847,Guinea,CAF.NATIONS,Africa Cup of Nations
8602,Guinea-Bissau,CAF.NATIONS,Africa Cup of Nations
4789,Ivory Coast,CAF.NATIONS,Africa Cup of Nations
4325,Malawi,CAF.NATIONS,Africa Cup of Nations
2849,Mali,CAF.NATIONS,Africa Cup of Nations
8940,Mauritania,CAF.NATIONS,Africa Cup of Nations
2869,Morocco,CAF.NATIONS,Africa Cup of Nations
657,Nigeria,CAF.NATIONS,Africa Cup of Nations
654,Senegal,CAF.NATIONS,Africa Cup of Nations
8600,Sierra Leone,CAF.NATIONS,Africa Cup of Nations
4319,Sudan,CAF.NATIONS,Africa Cup of Nations
659,Tunisia,CAF.NATIONS,Africa Cup of Nations
4214,Zimbabwe,CAF.NATIONS,Africa Cup of Nations
2845,Burkina Faso,CAF.CHAMPIONSHIP,Africa Nations Championship
656,Cameroon,CAF.CHAMPIONSHIP,Africa Nations Championship
4276,Congo,CAF.CHAMPIONSHIP,Africa Nations Championship
2850,Congo DR,CAF.CHAMPIONSHIP,Africa Nations Championship
2847,Guinea,CAF.CHAMPIONSHIP,Africa Nations Championship
2621,Libya,CAF.CHAMPIONSHIP,Africa Nations Championship
2849,Mali,CAF.CHAMPIONSHIP,Africa Nations Championship
2869,Morocco,CAF.CHAMPIONSHIP,Africa Nations Championship
6725,Namibia,CAF.CHAMPIONSHIP,Africa Nations Championship
8937,Niger,CAF.CHAMPIONSHIP,Africa Nations Championship
2851,Rwanda,CAF.CHAMPIONSHIP,Africa Nations Championship
5778,Tanzania,CAF.CHAMPIONSHIP,Africa Nations Championship
4356,Togo,CAF.CHAMPIONSHIP,Africa Nations Championship
4211,Uganda,CAF.CHAMPIONSHIP,Africa Nations Championship
4277,Zambia,CAF.CHAMPIONSHIP,Africa Nations Championship
4214,Zimbabwe,CAF.CHAMPIONSHIP,Africa Nations Championship
2844,Benin,WAFU.NATIONS,WAFU Cup of Nations
2845,Burkina Faso,WAFU.NATIONS,WAFU Cup of Nations
2597,Cape Verde Islands,WAFU.NATIONS,WAFU Cup of Nations
7368,Gambia,WAFU.NATIONS,WAFU Cup of Nations
4469,Ghana,WAFU.NATIONS,WAFU Cup of Nations
2847,Guinea,WAFU.NATIONS,WAFU Cup of Nations
8602,Guinea-Bissau,WAFU.NATIONS,WAFU Cup of Nations
4789,Ivory Coast,WAFU.NATIONS,WAFU Cup of Nations
4205,Liberia,WAFU.NATIONS,WAFU Cup of Nations
2849,Mali,WAFU.NATIONS,WAFU Cup of Nations
8940,Mauritania,WAFU.NATIONS,WAFU Cup of Nations
2869,Morocco,WAFU.NATIONS,WAFU Cup of Nations
8937,Niger,WAFU.NATIONS,WAFU Cup of Nations
657,Nigeria,WAFU.NATIONS,WAFU Cup of Nations
654,Senegal,WAFU.NATIONS,WAFU Cup of Nations
8600,Sierra Leone,WAFU.NATIONS,WAFU Cup of Nations
4356,Togo,WAFU.NATIONS,WAFU Cup of Nations
2750,Argentina,FIFA.SHEBELIEVES,SheBelieves Cup
2752,Brazil,FIFA.SHEBELIEVES,SheBelieves Cup
2753,Canada,FIFA.SHEBELIEVES,SheBelieves Cup
2765,United States,FIFA.SHEBELIEVES,SheBelieves Cup
628,Australia,FIFA.CONFEDERATIONS,FIFA Confederations Cup
656,Cameroon,FIFA.CONFEDERATIONS,FIFA Confederations Cup
207,Chile,FIFA.CONFEDERATIONS,FIFA Confederations Cup
481,Germany,FIFA.CONFEDERATIONS,FIFA Confederations Cup
203,Mexico,FIFA.CONFEDERATIONS,FIFA Confederations Cup
2666,New Zealand,FIFA.CONFEDERATIONS,FIFA Confederations Cup
482,Portugal,FIFA.CONFEDERATIONS,FIFA Confederations Cup
454,Russia,FIFA.CONFEDERATIONS,FIFA Confederations Cup
477,Croatia,NONFIFA,Non-FIFA Friendly
7657,Guadeloupe,NONFIFA,Non-FIFA Friendly
2847,Guinea,NONFIFA,Non-FIFA Friendly
2728,Martinique,NONFIFA,Non-FIFA Friendly
2869,Morocco,NONFIFA,Non-FIFA Friendly
2659,Panama,NONFIFA,Non-FIFA Friendly
4398,Qatar,NONFIFA,Non-FIFA Friendly
6418,1. FC Heidenheim,GER.2,German 2. Bundesliga
7017,Dynamo Dresden,GER.2,German 2. Bundesliga
3849,FC Erzgebirge Aue,GER.2,German 2. Bundesliga
6367,FC Ingolstadt 04,GER.2,German 2. Bundesliga
9707,Fortuna Düsseldorf,GER.2,German 2. Bundesliga
127,Hamburg SV,GER.2,German 2. Bundesliga
2428,Hannover 96,GER.2,German 2. Bundesliga
128,Hansa Rostock,GER.2,German 2. Bundesliga
7884,Holstein Kiel,GER.2,German 2. Bundesliga
4471,Karlsruher SC,GER.2,German 2. Bundesliga
269,Nurnberg,GER.2,German 2. Bundesliga
3307,SC Paderborn 07,GER.2,German 2. Bundesliga
11017,SSV Jahn Regensburg,GER.2,German 2. Bundesliga
3812,SV Darmstadt 98,GER.2,German 2. Bundesliga
6392,SV Sandhausen,GER.2,German 2. Bundesliga
133,Schalke 04,GER.2,German 2. Bundesliga
270,St Pauli,GER.2,German 2. Bundesliga
137,Werder Bremen,GER.2,German 2. Bundesliga
11121,AD Alcorcón,ESP.2,Spanish LaLiga 2
6832,Almería,ESP.2,Spanish LaLiga 2
12587,Amorebieta,ESP.2,Spanish LaLiga 2
12597,Burgos,ESP.2,Spanish LaLiga 2
3752,Eibar,ESP.2,Spanish LaLiga 2
5419,FC Cartagena,ESP.2,Spanish LaLiga 2
5460,Fuenlabrada,ESP.2,Spanish LaLiga 2
9812,Girona,ESP.2,Spanish LaLiga 2
5413,Huesca,ESP.2,Spanish LaLiga 2
98,Las Palmas,ESP.2,Spanish LaLiga 2
17534,Leganés,ESP.2,Spanish LaLiga 2
7266,Lugo,ESP.2,Spanish LaLiga 2
4515,Mirandés,ESP.2,Spanish LaLiga 2
99,Málaga,ESP.2,Spanish LaLiga 2
5463,Ponferradina,ESP.2,Spanish LaLiga 2
92,Real Oviedo,ESP.2,Spanish LaLiga 2
20983,Real Sociedad II,ESP.2,Spanish LaLiga 2
95,Real Valladolid,ESP.2,Spanish LaLiga 2
91,Real Zaragoza,ESP.2,Spanish LaLiga 2
3788,Sporting Gijón,ESP.2,Spanish LaLiga 2
245,Tenerife,ESP.2,Spanish LaLiga 2
20229,UD Ibiza,ESP.2,Spanish LaLiga 2
93,Athletic Bilbao,ESP.SUPER_CUP,Spanish Supercopa
1068,Atletico Madrid,ESP.SUPER_CUP,Spanish Supercopa
83,Barcelona,ESP.SUPER_CUP,Spanish Supercopa
86,Real Madrid,ESP.SUPER_CUP,Spanish Supercopa
15784,Arouca,POR.1.PROMOTION.RELEGATION,Portuguese Liga Promotion/Relegation Playoffs
3822,Rio Ave,POR.1.PROMOTION.RELEGATION,Portuguese Liga Promotion/Relegation Playoffs
20946,RFC Seraing,BEL.PROMOTION.RELEGATION,Belgian First Division A - Promotion/Relegation Playoffs
13450,Waasland-Beveren,BEL.PROMOTION.RELEGATION,Belgian First Division A - Promotion/Relegation Playoffs
441,Anderlecht,BEL.1,Belgian First Division A
17544,Antwerp,BEL.1,Belgian First Division A
991,Beerschot,BEL.1,Belgian First Division A
3610,Cercle Brugge KSV,BEL.1,Belgian First Division A
570,Club Brugge,BEL.1,Belgian First Division A
4689,Eupen,BEL.1,Belgian First Division A
3611,KAA Gent,BEL.1,Belgian First Division A
5786,KV Kortrijk,BEL.1,Belgian First Division A
7879,KV Mechelen,BEL.1,Belgian First Division A
3612,KV Oostende,BEL.1,Belgian First Division A
5579,Oud-Heverlee Leuven,BEL.1,Belgian First Division A
20946,RFC Seraing,BEL.1,Belgian First Division A
938,Racing Genk,BEL.1,Belgian First Division A
3616,Royal Charleroi SC,BEL.1,Belgian First Division A
936,Sint-Truidense,BEL.1,Belgian First Division A
559,Standard Liege,BEL.1,Belgian First Division A
5807,Union St.-Gilloise,BEL.1,Belgian First Division A
4691,Zulte-Waregem,BEL.1,Belgian First Division A
1382,Austria Vienna,AUT.1,Austrian Bundesliga
11485,FC Admira Wacker Modling,AUT.1,Austrian Bundesliga
2790,FC Salzburg,AUT.1,Austrian Bundesliga
4411,LASK Linz,AUT.1,Austrian Bundesliga
519,Rapid Vienna,AUT.1,Austrian Bundesliga
4405,SC Rheindorf Altach,AUT.1,Austrian Bundesliga
20966,SK Austria Klagenfurt,AUT.1,Austrian Bundesliga
3746,SK Sturm Graz,AUT.1,Austrian Bundesliga
3759,SV Josko Ried,AUT.1,Austrian Bundesliga
6907,TSV Hartberg,AUT.1,Austrian Bundesliga
18794,WSG Swarovski Tirol,AUT.1,Austrian Bundesliga
13294,Wolfsberger,AUT.1,Austrian Bundesliga
20765,Adana Demirspor,TUR.1,Turkish Super Lig
9078,Alanyaspor,TUR.1,Turkish Super Lig
3789,Altay Izmir,TUR.1,Turkish Super Lig
3794,Antalyaspor,TUR.1,Turkish Super Lig
1895,Besiktas,TUR.1,Turkish Super Lig
7656,Caykur Rizespor,TUR.1,Turkish Super Lig
20736,Fatih Karagümrük,TUR.1,Turkish Super Lig
436,Fenerbahce,TUR.1,Turkish Super Lig
432,Galatasaray,TUR.1,Turkish Super Lig
20070,Gazisehir Gaziantep,TUR.1,Turkish Super Lig
21031,Giresunspor,TUR.1,Turkish Super Lig
789,Goztepe,TUR.1,Turkish Super Lig
20737,Hatayspor,TUR.1,Turkish Super Lig
7914,Istanbul Basaksehir,TUR.1,Turkish Super Lig
6870,Kasimpasa,TUR.1,Turkish Super Lig
3643,Kayserispor,TUR.1,Turkish Super Lig
7648,Konyaspor,TUR.1,Turkish Super Lig
3691,Sivasspor,TUR.1,Turkish Super Lig
997,Trabzonspor,TUR.1,Turkish Super Lig
18790,Yeni Malatyaspor,TUR.1,Turkish Super Lig
20966,SK Austria Klagenfurt,AUT.PROMOTION.RELEGATION,Austrian Bundesliga Promotion/Relegation Playoffs
17519,St. Pölten,AUT.PROMOTION.RELEGATION,Austrian Bundesliga Promotion/Relegation Playoffs
887,AEK Athens,GRE.1,Greek Super League
15722,Apollon Smyrni,GRE.1,Greek Super League
11553,Aris,GRE.1,Greek Super League
8354,Asteras Tripoli,GRE.1,Greek Super League
6790,Atromitos,GRE.1,Greek Super League
21093,Ionikos FC,GRE.1,Greek Super League
18814,Lamia,GRE.1,Greek Super League
1010,OFI Crete,GRE.1,Greek Super League
435,Olympiakos,GRE.1,Greek Super League
605,PAOK Salonika,GRE.1,Greek Super League
443,Panathinaikos,GRE.1,Greek Super League
11431,Panetolikos,GRE.1,Greek Super League
6848,Pas Giannina,GRE.1,Greek Super League
20043,Volos NFC,GRE.1,Greek Super League
2578,FC Xanthi,GRE.1.PROMOTION.RELEGATION,Greek Super League Promotion/Relegation Playoffs
11431,Panetolikos,GRE.1.PROMOTION.RELEGATION,Greek Super League Promotion/Relegation Playoffs
989,FC Basel,SUI.1,Swiss Super League
7672,FC Lugano,SUI.1,Swiss Super League
7640,FC Luzern,SUI.1,Swiss Super League
3076,FC Sion,SUI.1,Swiss Super League
3019,FC Zürich,SUI.1,Swiss Super League
492,Grasshoppers,SUI.1,Swiss Super League
11551,Lausanne Sports,SUI.1,Swiss Super League
20032,Servette,SUI.1,Swiss Super League
557,St Gallen,SUI.1,Swiss Super League
2722,Young Boys,SUI.1,Swiss Super League
3076,FC Sion,SUI.1.PROMOTION.RELEGATION,Swiss Super League Promotion/Relegation Playoffs
3024,FC Thun,SUI.1.PROMOTION.RELEGATION,Swiss Super League Promotion/Relegation Playoffs
21135,AEM,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21142,Aldaia,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21137,Alhama,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21139,CD Femarguín,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21156,CP Cacereño,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21141,Castellón,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21143,Córdoba,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21145,Deportivo de La Coruña,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21134,Elche,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21154,Espanyol,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21150,Friol,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21147,Fundación Albacete,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21140,Granada,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21148,Juan Grande,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21146,La Solana,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21149,Levante Las Planas,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21151,Osasuna,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21153,Parquesol,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21155,Pozoalbense,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21144,Pozuelo,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21157,Pradejón,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21152,Racing,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21138,Real Oviedo,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21158,Real Unión Tenerife,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
21136,Sporting Gijón,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina
103,AC Milan,GLOBAL.CHAMPS_CUP,International Champions Cup
104,AS Roma,GLOBAL.CHAMPS_CUP,International Champions Cup
359,Arsenal,GLOBAL.CHAMPS_CUP,International Champions Cup
1068,Atletico Madrid,GLOBAL.CHAMPS_CUP,International Champions Cup
132,Bayern Munich,GLOBAL.CHAMPS_CUP,International Champions Cup
1929,Benfica,GLOBAL.CHAMPS_CUP,International Champions Cup
109,Fiorentina,GLOBAL.CHAMPS_CUP,International Champions Cup
219,Guadalajara,GLOBAL.CHAMPS_CUP,International Champions Cup
110,Internazionale,GLOBAL.CHAMPS_CUP,International Champions Cup
111,Juventus,GLOBAL.CHAMPS_CUP,International Champions Cup
360,Manchester United,GLOBAL.CHAMPS_CUP,International Champions Cup
86,Real Madrid,GLOBAL.CHAMPS_CUP,International Champions Cup
367,Tottenham Hotspur,GLOBAL.CHAMPS_CUP,International Champions Cup
20091,Barcelona,GLOBAL.WCHAMPS_CUP,Women's International Champions Cup
17346,Houston Dash,GLOBAL.WCHAMPS_CUP,Women's International Champions Cup
19256,Lyon,GLOBAL.WCHAMPS_CUP,Women's International Champions Cup
15362,Portland Thorns FC,GLOBAL.WCHAMPS_CUP,Women's International Champions Cup
103,AC Milan,CLUB.FRIENDLY,Club Friendly
104,AS Roma,CLUB.FRIENDLY,Club Friendly
105,Atalanta,CLUB.FRIENDLY,Club Friendly
93,Athletic Bilbao,CLUB.FRIENDLY,Club Friendly
83,Barcelona,CLUB.FRIENDLY,Club Friendly
132,Bayern Munich,CLUB.FRIENDLY,Club Friendly
5,Boca Juniors,CLUB.FRIENDLY,Club Friendly
