club_id,club_name,league_url,league_name
107,Bologna,CLUB.FRIENDLY,Club Friendly
124,Borussia Dortmund,CLUB.FRIENDLY,Club Friendly
88,Espanyol,CLUB.FRIENDLY,Club Friendly
122,FC Cologne,CLUB.FRIENDLY,Club Friendly
129,Hertha Berlin,CLUB.FRIENDLY,Club Friendly
110,Internazionale,CLUB.FRIENDLY,Club Friendly
111,Juventus,CLUB.FRIENDLY,Club Friendly
98,Las Palmas,CLUB.FRIENDLY,Club Friendly
84,Mallorca,CLUB.FRIENDLY,Club Friendly
114,Napoli,CLUB.FRIENDLY,Club Friendly
100,Numancia,CLUB.FRIENDLY,Club Friendly
97,Osasuna,CLUB.FRIENDLY,Club Friendly
115,Parma,CLUB.FRIENDLY,Club Friendly
86,Real Madrid,CLUB.FRIENDLY,Club Friendly
91,Real Zaragoza,CLUB.FRIENDLY,Club Friendly
118,Udinese,CLUB.FRIENDLY,Club Friendly
94,Valencia,CLUB.FRIENDLY,Club Friendly
102,Villarreal,CLUB.FRIENDLY,Club Friendly
174,AS Monaco,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
575,Brøndby,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
256,Celtic,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
498,Dinamo Tbilisi,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
597,Dinamo Zagreb,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
572,FC Midtjylland,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
432,Galatasaray,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
566,HB Torshavn,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
502,HJK Helsinki,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
555,Legia Warsaw,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
611,Maccabi Haifa,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
504,Neftchi,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
435,Olympiakos,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
617,Omonia Nicosia,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
148,PSV Eindhoven,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
257,Rangers,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
519,Rapid Vienna,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
493,Shakhtar Donetsk,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
528,Shakhter Soligorsk,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
614,Sheriff Tiraspol,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
494,Slavia Prague,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
521,Slovan Bratislava,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
433,Sparta Prague,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
523,Zalgiris Vilnius,UEFA.CHAMPIONS_QUAL,UEFA Champions League Qualifying
104,AS Roma,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
263,Aberdeen,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
441,Anderlecht,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
525,Apollon Limassol,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
534,Ararat Yerevan,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
497,BATE Borisov,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
506,Birkirkara,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
498,Dinamo Tbilisi,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
529,Elfsborg,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
484,FCSB,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
142,Feyenoord Rotterdam,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
489,Hajduk Split,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
258,Hibernian,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
524,Maccabi Tel-Aviv,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
504,Neftchi,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
500,Olimpija Ljubljana,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
541,Partizan Belgrade,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
511,Pogon Szczecin,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
438,Rosenborg,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
528,Shakhter Soligorsk,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
267,St Johnstone,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
169,Stade Rennais,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
367,Tottenham Hotspur,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
154,Vitesse,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
523,Zalgiris Vilnius,UEFA.EUROPA.CONF_QUAL,UEFA Europa Conference League Qualifying
140,AZ Alkmaar,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
2550,Anorthosis,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
17544,Antwerp,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
5260,CFR Cluj-Napoca,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
256,Celtic,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
17520,FC Zorya Luhansk,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
436,Fenerbahce,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
12146,Flora,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
432,Galatasaray,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
502,HJK Helsinki,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
7922,Jablonec,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
2528,Kairat Almaty,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
555,Legia Warsaw,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
504,Neftchi,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
435,Olympiakos,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
617,Omonia Nicosia,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
3132,Randers FC,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
257,Rangers,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
519,Rapid Vienna,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
2290,Red Star Belgrade,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
3746,SK Sturm Graz,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
494,Slavia Prague,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
521,Slovan Bratislava,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
267,St Johnstone,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
523,Zalgiris Vilnius,UEFA.EUROPA_QUAL,UEFA Europa League Qualifying
363,Chelsea,UEFA.SUPER_CUP,UEFA Super Cup
102,Villarreal,UEFA.SUPER_CUP,UEFA Super Cup
375,Leicester City,ENG.CHARITY,English FA Community Shield
382,Manchester City,ENG.CHARITY,English FA Community Shield
110,Internazionale,ITA.SUPER_CUP,Supercoppa Italiana
166,Lille,FRA.SUPER_CUP,French Trophee des Champions
160,Paris Saint-Germain ,FRA.SUPER_CUP,French Trophee des Champions
139,Ajax Amsterdam,NED.SUPERCUP,Dutch Johan Cruyff Shield
148,PSV Eindhoven,NED.SUPERCUP,Dutch Johan Cruyff Shield
83,Barcelona,ESP.JOAN_GAMPER,Trofeo Joan Gamper
111,Juventus,ESP.JOAN_GAMPER,Trofeo Joan Gamper
132,Bayern Munich,GER.SUPER_CUP,German DFL-Supercup
124,Borussia Dortmund,GER.SUPER_CUP,German DFL-Supercup
132,Bayern Munich,GER.AUDI_CUP,Audi Cup
436,Fenerbahce,GER.AUDI_CUP,Audi Cup
86,Real Madrid,GER.AUDI_CUP,Audi Cup
367,Tottenham Hotspur,GER.AUDI_CUP,Audi Cup
382,Manchester City,ENG.ASIA_TROPHY,Premier League Asia Trophy
361,Newcastle United,ENG.ASIA_TROPHY,Premier League Asia Trophy
371,West Ham United,ENG.ASIA_TROPHY,Premier League Asia Trophy
380,Wolverhampton Wanderers,ENG.ASIA_TROPHY,Premier League Asia Trophy
359,Arsenal,FRIENDLY.EMIRATES_CUP,Emirates Cup
167,Lyon,FRIENDLY.EMIRATES_CUP,Emirates Cup
363,Chelsea,JPN.WORLD_CHALLENGE,Japanese J League World Challenge
7112,Kawasaki Frontale,JPN.WORLD_CHALLENGE,Japanese J League World Challenge
5488,Independiente Santa Fe,EUROAMERICANA.SUPERCOPA,SuperCopa Euroamericana
243,Sevilla,EUROAMERICANA.SUPERCOPA,SuperCopa Euroamericana
18232,Argentina U23,FIFA.OLYMPICS,Men's Olympic Tournament
20948,Australia U23,FIFA.OLYMPICS,Men's Olympic Tournament
18212,Brazil U23,FIFA.OLYMPICS,Men's Olympic Tournament
18216,Egypt U23,FIFA.OLYMPICS,Men's Olympic Tournament
20947,France U23,FIFA.OLYMPICS,Men's Olympic Tournament
18230,Germany U23,FIFA.OLYMPICS,Men's Olympic Tournament
2875,Honduras U23,FIFA.OLYMPICS,Men's Olympic Tournament
20951,Ivory Coast U23,FIFA.OLYMPICS,Men's Olympic Tournament
18214,Japan U23,FIFA.OLYMPICS,Men's Olympic Tournament
2888,Mexico U23,FIFA.OLYMPICS,Men's Olympic Tournament
18224,New Zealand U23,FIFA.OLYMPICS,Men's Olympic Tournament
20949,Romania U23,FIFA.OLYMPICS,Men's Olympic Tournament
20950,Saudi Arabia U23,FIFA.OLYMPICS,Men's Olympic Tournament
18226,South Africa U23,FIFA.OLYMPICS,Men's Olympic Tournament
18213,South Korea U23,FIFA.OLYMPICS,Men's Olympic Tournament
18220,Spain U23,FIFA.OLYMPICS,Men's Olympic Tournament
2751,Australia,FIFA.W.OLYMPICS,Women's Olympic Tournament
2752,Brazil,FIFA.W.OLYMPICS,Women's Olympic Tournament
2753,Canada,FIFA.W.OLYMPICS,Women's Olympic Tournament
18848,Chile,FIFA.W.OLYMPICS,Women's Olympic Tournament
2754,China,FIFA.W.OLYMPICS,Women's Olympic Tournament
13312,Great Britain,FIFA.W.OLYMPICS,Women's Olympic Tournament
2758,Japan,FIFA.W.OLYMPICS,Women's Olympic Tournament
7151,Netherlands,FIFA.W.OLYMPICS,Women's Olympic Tournament
4153,New Zealand,FIFA.W.OLYMPICS,Women's Olympic Tournament
2764,Sweden,FIFA.W.OLYMPICS,Women's Olympic Tournament
2765,United States,FIFA.W.OLYMPICS,Women's Olympic Tournament
20795,Zambia,FIFA.W.OLYMPICS,Women's Olympic Tournament
18232,Argentina U23,FIFA.CONMEBOL.OLYMPICSQ,CONMEBOL Pre-Olympic Tournament
20304,Bolivia U23,FIFA.CONMEBOL.OLYMPICSQ,CONMEBOL Pre-Olympic Tournament
18212,Brazil U23,FIFA.CONMEBOL.OLYMPICSQ,CONMEBOL Pre-Olympic Tournament
20306,Chile U23,FIFA.CONMEBOL.OLYMPICSQ,CONMEBOL Pre-Olympic Tournament
18209,Colombia U23,FIFA.CONMEBOL.OLYMPICSQ,CONMEBOL Pre-Olympic Tournament
20308,Ecuador U23,FIFA.CONMEBOL.OLYMPICSQ,CONMEBOL Pre-Olympic Tournament
20303,Paraguay U23,FIFA.CONMEBOL.OLYMPICSQ,CONMEBOL Pre-Olympic Tournament
20305,Peru U23,FIFA.CONMEBOL.OLYMPICSQ,CONMEBOL Pre-Olympic Tournament
18218,Uruguay U23,FIFA.CONMEBOL.OLYMPICSQ,CONMEBOL Pre-Olympic Tournament
20307,Venezuela U23,FIFA.CONMEBOL.OLYMPICSQ,CONMEBOL Pre-Olympic Tournament
2873,Canada U23,FIFA.CONCACAF.OLYMPICSQ,CONCACAF Men's Olympic Qualifying
18210,Costa Rica U23,FIFA.CONCACAF.OLYMPICSQ,CONCACAF Men's Olympic Qualifying
20651,Dominican Republic U23,FIFA.CONCACAF.OLYMPICSQ,CONCACAF Men's Olympic Qualifying
20650,El Salvador U23,FIFA.CONCACAF.OLYMPICSQ,CONCACAF Men's Olympic Qualifying
9631,Haiti U23,FIFA.CONCACAF.OLYMPICSQ,CONCACAF Men's Olympic Qualifying
2875,Honduras U23,FIFA.CONCACAF.OLYMPICSQ,CONCACAF Men's Olympic Qualifying
2888,Mexico U23,FIFA.CONCACAF.OLYMPICSQ,CONCACAF Men's Olympic Qualifying
2829,United States U23,FIFA.CONCACAF.OLYMPICSQ,CONCACAF Men's Olympic Qualifying
2753,Canada,FIFA.W.CONCACAF.OLYMPICSQ,CONCACAF Women's Olympic Qualifying Tournament
2894,Costa Rica,FIFA.W.CONCACAF.OLYMPICSQ,CONCACAF Women's Olympic Qualifying Tournament
2891,Haiti,FIFA.W.CONCACAF.OLYMPICSQ,CONCACAF Women's Olympic Qualifying Tournament
2893,Jamaica,FIFA.W.CONCACAF.OLYMPICSQ,CONCACAF Women's Olympic Qualifying Tournament
2812,Mexico,FIFA.W.CONCACAF.OLYMPICSQ,CONCACAF Women's Olympic Qualifying Tournament
2895,Panama,FIFA.W.CONCACAF.OLYMPICSQ,CONCACAF Women's Olympic Qualifying Tournament
20302,St. Kitts and Nevis,FIFA.W.CONCACAF.OLYMPICSQ,CONCACAF Women's Olympic Qualifying Tournament
2765,United States,FIFA.W.CONCACAF.OLYMPICSQ,CONCACAF Women's Olympic Qualifying Tournament
2753,Canada,CONCACAF.WOMENS.CHAMPIONSHIP,CONCACAF Women's Championship
2894,Costa Rica,CONCACAF.WOMENS.CHAMPIONSHIP,CONCACAF Women's Championship
19334,Cuba,CONCACAF.WOMENS.CHAMPIONSHIP,CONCACAF Women's Championship
2893,Jamaica,CONCACAF.WOMENS.CHAMPIONSHIP,CONCACAF Women's Championship
2812,Mexico,CONCACAF.WOMENS.CHAMPIONSHIP,CONCACAF Women's Championship
2895,Panama,CONCACAF.WOMENS.CHAMPIONSHIP,CONCACAF Women's Championship
2892,Trinidad and Tobago,CONCACAF.WOMENS.CHAMPIONSHIP,CONCACAF Women's Championship
2765,United States,CONCACAF.WOMENS.CHAMPIONSHIP,CONCACAF Women's Championship
2840,Argentina U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
5209,Colombia U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
7341,Ecuador U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
12062,France U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
10608,Honduras U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
5210,Italy U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
5171,Japan U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
17763,Mali U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
5172,Mexico U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
7790,New Zealand U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
5212,Nigeria U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
19966,Norway U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
5195,Panama U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
7851,Poland U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
5169,Portugal U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
17766,Qatar U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
11653,Saudi Arabia U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
17765,Senegal U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
8451,South Africa U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
2836,South Korea U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
10616,Tahiti U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
5194,Ukraine U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
2833,United States U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
7345,Uruguay U20,FIFA.WORLD.U20,FIFA Under-20 World Cup
20067,Angola U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
8412,Argentina U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
17972,Australia U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
5377,Brazil U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
20066,Cameroon U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
8454,Canada U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
17976,Chile U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
17973,Ecuador U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
8415,France U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
20063,Haiti U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
6690,Hungary U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
16218,Italy U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
8420,Japan U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
5379,Mexico U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
11412,Netherlands U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
8422,New Zealand U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
8421,Nigeria U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
17971,Paraguay U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
20064,Senegal U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
20065,Solomon Islands U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
8414,South Korea U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
18767,Spain U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
8425,Tajikistan U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
17975,United States U17,FIFA.WORLD.U17,FIFA Under-17 World Cup
20008,Bahrain U22,GLOBAL.TOULON,Toulon Tournament
9190,Bahrain U23,GLOBAL.TOULON,Toulon Tournament
2918,Brazil U20,GLOBAL.TOULON,Toulon Tournament
20009,Brazil U22,GLOBAL.TOULON,Toulon Tournament
5203,Chile U20,GLOBAL.TOULON,Toulon Tournament
20013,Chile U22,GLOBAL.TOULON,Toulon Tournament
20007,China U22,GLOBAL.TOULON,Toulon Tournament
20002,China U23,GLOBAL.TOULON,Toulon Tournament
8450,England U20,GLOBAL.TOULON,Toulon Tournament
20011,France U18,GLOBAL.TOULON,Toulon Tournament
11676,France U21,GLOBAL.TOULON,Toulon Tournament
20012,Guatemala U22,GLOBAL.TOULON,Toulon Tournament
9633,Guatemala U23,GLOBAL.TOULON,Toulon Tournament
20014,Japan U22,GLOBAL.TOULON,Toulon Tournament
18214,Japan U23,GLOBAL.TOULON,Toulon Tournament
19216,Mexico U21,GLOBAL.TOULON,Toulon Tournament
20006,Mexico U22,GLOBAL.TOULON,Toulon Tournament
11118,Portugal U19,GLOBAL.TOULON,Toulon Tournament
20010,Qatar U22,GLOBAL.TOULON,Toulon Tournament
9129,Qatar U23,GLOBAL.TOULON,Toulon Tournament
20003,Republic of Ireland U21,GLOBAL.TOULON,Toulon Tournament
19348,Croatia U21,UEFA.EURO_U21,UEFA European Under-21 Championship
4939,Czech Republic U21,UEFA.EURO_U21,UEFA European Under-21 Championship
4366,Denmark U21,UEFA.EURO_U21,UEFA European Under-21 Championship
4150,England U21,UEFA.EURO_U21,UEFA European Under-21 Championship
11676,France U21,UEFA.EURO_U21,UEFA European Under-21 Championship
4379,Germany U21,UEFA.EURO_U21,UEFA European Under-21 Championship
20843,Hungary U21,UEFA.EURO_U21,UEFA European Under-21 Championship
4282,Iceland U21,UEFA.EURO_U21,UEFA European Under-21 Championship
10343,Italy U21,UEFA.EURO_U21,UEFA European Under-21 Championship
11627,Netherlands U21,UEFA.EURO_U21,UEFA European Under-21 Championship
11692,Portugal U21,UEFA.EURO_U21,UEFA European Under-21 Championship
19349,Romania U21,UEFA.EURO_U21,UEFA European Under-21 Championship
14269,Russia U21,UEFA.EURO_U21,UEFA European Under-21 Championship
20844,Slovenia U21,UEFA.EURO_U21,UEFA European Under-21 Championship
4371,Spain U21,UEFA.EURO_U21,UEFA European Under-21 Championship
4257,Switzerland U21,UEFA.EURO_U21,UEFA European Under-21 Championship
4209,Belarus U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
11669,Belgium U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
19348,Croatia U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
4939,Czech Republic U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
4366,Denmark U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
4150,England U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
11676,France U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
4379,Germany U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
4282,Iceland U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
14290,Israel U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
10343,Italy U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
11627,Netherlands U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
18413,North Macedonia U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
14253,Norway U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
18414,Poland U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
11692,Portugal U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
14269,Russia U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
19213,Scotland U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
7751,Serbia U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
18415,Slovakia U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
4371,Spain U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
4365,Sweden U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
4257,Switzerland U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
19208,Turkey U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
4207,Ukraine U21,UEFA.EURO_U21_QUAL,UEFA European Under-21 Championship Qualifying
6983,Armenia U19,UEFA.EURO.U19,UEFA European Under-19 Championship
18724,Czech Rep U19,UEFA.EURO.U19,UEFA European Under-19 Championship
6930,France U19,UEFA.EURO.U19,UEFA European Under-19 Championship
9780,Italy U19,UEFA.EURO.U19,UEFA European Under-19 Championship
19232,Norway U19,UEFA.EURO.U19,UEFA European Under-19 Championship
11118,Portugal U19,UEFA.EURO.U19,UEFA European Under-19 Championship
9284,Republic of Ireland U19,UEFA.EURO.U19,UEFA European Under-19 Championship
9779,Spain U19,UEFA.EURO.U19,UEFA European Under-19 Championship
4150,England U21,FIFA.FRIENDLY_U21,Under-21 International Friendly
20956,Georgia U21,FIFA.FRIENDLY_U21,Under-21 International Friendly
10343,Italy U21,FIFA.FRIENDLY_U21,Under-21 International Friendly
19349,Romania U21,FIFA.FRIENDLY_U21,Under-21 International Friendly
18444,Austria,UEFA.WEURO,UEFA Women's European Championship
18736,Belgium,UEFA.WEURO,UEFA Women's European Championship
2896,Denmark,UEFA.WEURO,UEFA Women's European Championship
5159,England,UEFA.WEURO,UEFA Women's European Championship
7536,Finland,UEFA.WEURO,UEFA Women's European Championship
2755,France,UEFA.WEURO,UEFA Women's European Championship
2756,Germany,UEFA.WEURO,UEFA Women's European Championship
3683,Iceland,UEFA.WEURO,UEFA Women's European Championship
2792,Italy,UEFA.WEURO,UEFA Women's European Championship
7151,Netherlands,UEFA.WEURO,UEFA Women's European Championship
20865,Northern Ireland,UEFA.WEURO,UEFA Women's European Championship
2762,Norway,UEFA.WEURO,UEFA Women's European Championship
2763,Russia ,UEFA.WEURO,UEFA Women's European Championship
17640,Spain,UEFA.WEURO,UEFA Women's European Championship
2764,Sweden,UEFA.WEURO,UEFA Women's European Championship
17641,Switzerland,UEFA.WEURO,UEFA Women's European Championship
2752,Brazil,GLOBAL.TORNEIO_INTER_FEMININO,Torneio Internacional de Futebol Feminino
18848,Chile,GLOBAL.TORNEIO_INTER_FEMININO,Torneio Internacional de Futebol Feminino
20885,India,GLOBAL.TORNEIO_INTER_FEMININO,Torneio Internacional de Futebol Feminino
122,FC Cologne,GER.PLAYOFF.RELEGATION,German Bundesliga Promotion/Relegation Playoff
7884,Holstein Kiel,GER.PLAYOFF.RELEGATION,German Bundesliga Promotion/Relegation Playoff
6367,FC Ingolstadt 04,GER.2.PROMOTION.RELEGATION,German 2. Bundesliga Promotion/Relegation Playoffs
7013,VfL Osnabruck,GER.2.PROMOTION.RELEGATION,German 2. Bundesliga Promotion/Relegation Playoffs
19970,Chelsea,ENG.W.CHARITY,English Women's FA Community Shield
19257,Manchester City,ENG.W.CHARITY,English Women's FA Community Shield
308,Bristol Rovers,ENG.TROPHY,English EFL Trophy
351,Cambridge United,ENG.TROPHY,English EFL Trophy
322,Carlisle United,ENG.TROPHY,English EFL Trophy
320,Cheltenham Town,ENG.TROPHY,English EFL Trophy
339,Colchester United,ENG.TROPHY,English EFL Trophy
279,Doncaster Rovers,ENG.TROPHY,English EFL Trophy
324,Exeter City,ENG.TROPHY,English EFL Trophy
282,Forest Green Rovers,ENG.TROPHY,English EFL Trophy
323,Hartlepool United,ENG.TROPHY,English EFL Trophy
309,Leyton Orient,ENG.TROPHY,English EFL Trophy
314,Lincoln City,ENG.TROPHY,English EFL Trophy
304,Mansfield Town,ENG.TROPHY,English EFL Trophy
278,Morecambe,ENG.TROPHY,English EFL Trophy
332,Oldham Athletic,ENG.TROPHY,English EFL Trophy
311,Oxford United,ENG.TROPHY,English EFL Trophy
307,Plymouth Argyle,ENG.TROPHY,English EFL Trophy
348,Port Vale,ENG.TROPHY,English EFL Trophy
303,Rochdale,ENG.TROPHY,English EFL Trophy
313,Scunthorpe United,ENG.TROPHY,English EFL Trophy
302,Shrewsbury Town,ENG.TROPHY,English EFL Trophy
285,Stevenage,ENG.TROPHY,English EFL Trophy
341,Swindon Town,ENG.TROPHY,English EFL Trophy
345,Tranmere Rovers,ENG.TROPHY,English EFL Trophy
350,Wigan Athletic,ENG.TROPHY,English EFL Trophy
344,Wycombe Wanderers,ENG.TROPHY,English EFL Trophy
3802,AFC Wimbledon,ENG.3,English League One
2731,Accrington Stanley,ENG.3,English League One
358,Bolton Wanderers,ENG.3,English League One
2567,Burton Albion,ENG.3,English League One
351,Cambridge United,ENG.3,English League One
372,Charlton Athletic,ENG.3,English League One
320,Cheltenham Town,ENG.3,English League One
396,Crewe Alexandra,ENG.3,English League One
279,Doncaster Rovers,ENG.3,English League One
3891,Fleetwood Town,ENG.3,English League One
389,Gillingham,ENG.3,English League One
373,Ipswich Town,ENG.3,English League One
314,Lincoln City,ENG.3,English League One
390,Milton Keynes Dons,ENG.3,English League One
278,Morecambe,ENG.3,English League One
311,Oxford United,ENG.3,English League One
307,Plymouth Argyle,ENG.3,English League One
